## SLURM PROLOG ###############################################################
##    Job ID : 8517534
##  Job Name : runs_rocksample_15_15_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 07:30:11 PM EST 2025
###############################################################################
obs (65,)
timesteps=9109520 - 9111440, avg episodic return=10.00
timesteps=9109520 - 9111312, avg episodic return=10.00
timesteps=9111568 - 9113488, avg episodic return=9.47
timesteps=9111568 - 9113488, avg episodic return=10.00
timesteps=9111568 - 9113488, avg episodic return=10.00
timesteps=9111568 - 9113488, avg episodic return=10.00
timesteps=9111568 - 9113488, avg episodic return=10.00
timesteps=9113616 - 9115536, avg episodic return=10.00
timesteps=9113616 - 9115536, avg episodic return=10.00
timesteps=9113872 - 9115536, avg episodic return=11.11
timesteps=9113744 - 9115536, avg episodic return=10.00
timesteps=9113616 - 9115536, avg episodic return=10.00
timesteps=9115664 - 9117584, avg episodic return=10.00
timesteps=9115664 - 9117456, avg episodic return=10.00
timesteps=9115792 - 9117584, avg episodic return=10.00
timesteps=9115792 - 9117584, avg episodic return=10.00
timesteps=9115664 - 9117584, avg episodic return=10.00
timesteps=9117712 - 9119376, avg episodic return=9.33
timesteps=9117712 - 9119632, avg episodic return=10.00
timesteps=9117712 - 9118992, avg episodic return=10.00
timesteps=9117712 - 9119632, avg episodic return=10.00
timesteps=9117712 - 9119632, avg episodic return=10.00
timesteps=9119760 - 9121552, avg episodic return=10.00
timesteps=9119760 - 9121680, avg episodic return=10.00
timesteps=9119760 - 9121552, avg episodic return=9.09
timesteps=9119760 - 9121680, avg episodic return=10.00
timesteps=9119760 - 9121680, avg episodic return=10.00
timesteps=9121808 - 9123728, avg episodic return=10.00
timesteps=9121808 - 9123728, avg episodic return=10.00
timesteps=9121808 - 9123600, avg episodic return=10.00
timesteps=9121808 - 9123728, avg episodic return=10.00
timesteps=9121808 - 9123728, avg episodic return=10.00
timesteps=9123856 - 9125776, avg episodic return=10.00
timesteps=9123856 - 9125776, avg episodic return=10.00
timesteps=9123856 - 9125648, avg episodic return=11.00
timesteps=9123856 - 9125776, avg episodic return=10.00
timesteps=9123856 - 9125776, avg episodic return=10.00
timesteps=9125904 - 9127824, avg episodic return=10.00
timesteps=9126032 - 9127696, avg episodic return=10.00
timesteps=9126032 - 9127824, avg episodic return=10.00
timesteps=9125904 - 9127824, avg episodic return=10.00
timesteps=9125904 - 9127824, avg episodic return=10.00
timesteps=9128080 - 9129872, avg episodic return=10.67
timesteps=9127952 - 9129872, avg episodic return=10.00
timesteps=9128080 - 9129616, avg episodic return=10.00
timesteps=9128080 - 9129872, avg episodic return=10.00
timesteps=9127952 - 9129872, avg episodic return=10.00
timesteps=9130000 - 9131920, avg episodic return=10.00
timesteps=9130000 - 9131920, avg episodic return=10.00
timesteps=9130000 - 9131664, avg episodic return=10.00
timesteps=9130000 - 9131920, avg episodic return=10.00
timesteps=9130000 - 9131920, avg episodic return=10.00
timesteps=9132048 - 9133968, avg episodic return=10.00
timesteps=9132048 - 9133968, avg episodic return=10.00
timesteps=9132048 - 9133840, avg episodic return=9.29
timesteps=9132048 - 9133968, avg episodic return=10.00
timesteps=9132048 - 9133968, avg episodic return=10.00
timesteps=9134224 - 9136016, avg episodic return=10.00
timesteps=9134096 - 9136016, avg episodic return=10.00
timesteps=9134352 - 9136016, avg episodic return=10.00
timesteps=9134096 - 9135888, avg episodic return=10.00
timesteps=9134096 - 9136016, avg episodic return=10.00
timesteps=9136272 - 9137936, avg episodic return=10.00
timesteps=9136144 - 9138064, avg episodic return=10.00
timesteps=9136144 - 9137808, avg episodic return=10.00
timesteps=9136400 - 9138064, avg episodic return=10.00
timesteps=9136144 - 9138064, avg episodic return=10.00
timesteps=9138192 - 9140112, avg episodic return=10.50
timesteps=9138192 - 9139984, avg episodic return=10.00
timesteps=9138192 - 9140112, avg episodic return=10.00
timesteps=9138448 - 9140112, avg episodic return=10.00
timesteps=9138192 - 9140112, avg episodic return=10.00
timesteps=9140496 - 9142160, avg episodic return=10.00
timesteps=9140240 - 9142160, avg episodic return=10.00
timesteps=9140240 - 9142032, avg episodic return=11.25
timesteps=9140368 - 9142160, avg episodic return=10.00
timesteps=9140240 - 9142032, avg episodic return=10.00
timesteps=9142288 - 9144208, avg episodic return=10.00
timesteps=9142544 - 9144208, avg episodic return=10.00
timesteps=9142416 - 9144080, avg episodic return=10.00
timesteps=9142416 - 9144208, avg episodic return=10.00
timesteps=9142288 - 9144208, avg episodic return=10.00
timesteps=9144464 - 9146256, avg episodic return=10.00
timesteps=9144464 - 9146256, avg episodic return=10.00
timesteps=9144464 - 9146000, avg episodic return=10.00
timesteps=9144336 - 9146256, avg episodic return=10.00
timesteps=9144336 - 9146256, avg episodic return=10.00
timesteps=9146384 - 9148048, avg episodic return=10.00
timesteps=9146384 - 9148304, avg episodic return=10.00
timesteps=9146384 - 9147920, avg episodic return=10.00
timesteps=9146384 - 9148304, avg episodic return=10.00
timesteps=9146384 - 9148304, avg episodic return=10.00
timesteps=9148560 - 9150096, avg episodic return=10.00
timesteps=9148432 - 9150352, avg episodic return=10.00
timesteps=9148432 - 9150224, avg episodic return=10.67
timesteps=9148432 - 9150352, avg episodic return=10.00
timesteps=9148432 - 9150352, avg episodic return=10.00
timesteps=9150480 - 9152272, avg episodic return=9.33
timesteps=9150480 - 9152400, avg episodic return=10.00
timesteps=9150608 - 9151888, avg episodic return=10.00
timesteps=9150608 - 9152400, avg episodic return=10.00
timesteps=9150480 - 9152400, avg episodic return=10.00
timesteps=9152656 - 9154320, avg episodic return=10.77
timesteps=9152528 - 9154448, avg episodic return=10.00
timesteps=9152528 - 9154448, avg episodic return=10.00
timesteps=9152528 - 9154448, avg episodic return=10.00
timesteps=9152656 - 9154448, avg episodic return=10.00
timesteps=9154576 - 9156496, avg episodic return=10.00
timesteps=9154576 - 9156496, avg episodic return=10.00
timesteps=9154832 - 9156112, avg episodic return=8.89
timesteps=9154832 - 9156496, avg episodic return=10.00
timesteps=9154576 - 9156496, avg episodic return=10.00
timesteps=9156624 - 9158416, avg episodic return=10.00
timesteps=9156624 - 9158544, avg episodic return=10.00
timesteps=9157008 - 9158416, avg episodic return=11.11
timesteps=9156624 - 9158544, avg episodic return=10.00
timesteps=9156624 - 9158544, avg episodic return=10.00
timesteps=9158928 - 9160592, avg episodic return=10.00
timesteps=9158672 - 9160592, avg episodic return=10.00
timesteps=9158672 - 9160464, avg episodic return=10.00
timesteps=9158672 - 9160592, avg episodic return=10.00
timesteps=9158800 - 9160592, avg episodic return=10.00
timesteps=9160848 - 9162640, avg episodic return=9.41
timesteps=9160720 - 9162640, avg episodic return=10.00
timesteps=9160976 - 9162640, avg episodic return=10.00
timesteps=9160720 - 9162640, avg episodic return=10.00
timesteps=9160720 - 9162640, avg episodic return=10.00
timesteps=9162896 - 9164688, avg episodic return=10.00
timesteps=9162768 - 9164688, avg episodic return=10.00
timesteps=9162896 - 9164560, avg episodic return=10.00
timesteps=9162768 - 9164688, avg episodic return=10.00
timesteps=9162768 - 9164688, avg episodic return=10.00
timesteps=9164816 - 9166736, avg episodic return=9.47
timesteps=9164944 - 9166736, avg episodic return=10.00
timesteps=9164816 - 9166608, avg episodic return=10.00
timesteps=9164816 - 9166736, avg episodic return=10.00
timesteps=9164816 - 9166736, avg episodic return=10.00
timesteps=9166864 - 9168784, avg episodic return=10.59
timesteps=9166992 - 9168784, avg episodic return=10.00
timesteps=9166864 - 9168656, avg episodic return=10.00
timesteps=9166864 - 9168784, avg episodic return=10.00
timesteps=9166864 - 9168784, avg episodic return=10.00
timesteps=9168912 - 9170704, avg episodic return=10.00
timesteps=9168912 - 9170704, avg episodic return=10.00
timesteps=9169168 - 9170832, avg episodic return=11.67
timesteps=9168912 - 9170832, avg episodic return=10.00
timesteps=9168912 - 9170832, avg episodic return=10.00
timesteps=9170960 - 9172880, avg episodic return=10.00
timesteps=9170960 - 9172752, avg episodic return=10.00
timesteps=9171088 - 9172880, avg episodic return=10.00
timesteps=9170960 - 9172880, avg episodic return=10.00
timesteps=9170960 - 9172880, avg episodic return=10.00
timesteps=9173008 - 9174928, avg episodic return=10.00
timesteps=9173008 - 9174928, avg episodic return=10.00
timesteps=9173392 - 9174928, avg episodic return=10.00
timesteps=9173008 - 9174928, avg episodic return=10.00
timesteps=9173008 - 9174928, avg episodic return=10.00
timesteps=9175184 - 9176720, avg episodic return=10.00
timesteps=9175056 - 9176848, avg episodic return=10.00
timesteps=9175568 - 9176848, avg episodic return=10.00
timesteps=9175056 - 9176976, avg episodic return=10.00
timesteps=9175056 - 9176976, avg episodic return=10.00
timesteps=9177232 - 9179024, avg episodic return=10.00
timesteps=9177104 - 9179024, avg episodic return=10.00
timesteps=9177232 - 9178768, avg episodic return=10.83
timesteps=9177104 - 9179024, avg episodic return=10.00
timesteps=9177104 - 9179024, avg episodic return=10.00
timesteps=9179280 - 9181072, avg episodic return=9.33
timesteps=9179152 - 9181072, avg episodic return=10.00
timesteps=9179408 - 9180816, avg episodic return=11.11
timesteps=9179152 - 9181072, avg episodic return=10.00
timesteps=9179280 - 9181072, avg episodic return=10.00
timesteps=9181200 - 9183120, avg episodic return=10.00
timesteps=9181200 - 9183120, avg episodic return=10.00
timesteps=9181200 - 9183120, avg episodic return=11.67
timesteps=9181200 - 9183120, avg episodic return=10.00
timesteps=9181328 - 9183120, avg episodic return=10.00
timesteps=9183248 - 9185040, avg episodic return=10.77
timesteps=9183248 - 9185168, avg episodic return=10.00
timesteps=9183248 - 9185168, avg episodic return=10.00
timesteps=9183248 - 9185168, avg episodic return=10.00
timesteps=9183248 - 9185168, avg episodic return=10.00
timesteps=9185296 - 9186832, avg episodic return=10.00
timesteps=9185296 - 9187216, avg episodic return=10.00
timesteps=9185424 - 9187088, avg episodic return=10.00
timesteps=9185296 - 9187088, avg episodic return=10.00
timesteps=9185296 - 9187216, avg episodic return=10.00
timesteps=9187344 - 9189136, avg episodic return=10.00
timesteps=9187344 - 9189264, avg episodic return=10.00
timesteps=9187344 - 9189136, avg episodic return=9.23
timesteps=9187344 - 9189264, avg episodic return=10.00
timesteps=9187472 - 9189264, avg episodic return=10.00
timesteps=9189520 - 9191184, avg episodic return=10.00
timesteps=9189392 - 9191312, avg episodic return=10.00
timesteps=9189904 - 9190672, avg episodic return=10.00
timesteps=9189392 - 9191312, avg episodic return=10.00
timesteps=9189392 - 9191312, avg episodic return=10.00
timesteps=9191568 - 9193360, avg episodic return=10.00
timesteps=9191440 - 9193360, avg episodic return=10.00
timesteps=9191440 - 9193232, avg episodic return=10.00
timesteps=9191568 - 9193360, avg episodic return=10.00
timesteps=9191440 - 9193360, avg episodic return=10.00
timesteps=9193488 - 9195408, avg episodic return=10.50
timesteps=9193488 - 9195408, avg episodic return=10.00
timesteps=9193488 - 9195280, avg episodic return=9.09
timesteps=9193488 - 9195408, avg episodic return=10.00
timesteps=9193488 - 9195408, avg episodic return=10.00
timesteps=9195536 - 9197456, avg episodic return=9.47
timesteps=9195536 - 9197456, avg episodic return=10.00
timesteps=9195536 - 9197456, avg episodic return=10.00
timesteps=9195536 - 9197456, avg episodic return=10.00
timesteps=9195536 - 9197456, avg episodic return=10.00
timesteps=9197584 - 9199504, avg episodic return=10.00
timesteps=9197584 - 9199504, avg episodic return=10.00
timesteps=9197712 - 9199504, avg episodic return=10.00
timesteps=9197584 - 9199504, avg episodic return=10.00
timesteps=9197584 - 9199376, avg episodic return=10.00
timesteps=9199760 - 9201040, avg episodic return=9.23
timesteps=9199632 - 9201552, avg episodic return=10.00
timesteps=9199760 - 9201552, avg episodic return=10.00
timesteps=9199632 - 9201296, avg episodic return=10.00
timesteps=9199632 - 9201552, avg episodic return=10.00
timesteps=9201680 - 9203600, avg episodic return=10.00
timesteps=9201680 - 9203600, avg episodic return=10.00
timesteps=9201936 - 9203600, avg episodic return=9.38
timesteps=9201680 - 9203600, avg episodic return=10.00
timesteps=9201680 - 9203472, avg episodic return=10.00
timesteps=9203728 - 9205648, avg episodic return=10.00
timesteps=9203728 - 9205520, avg episodic return=10.00
timesteps=9203856 - 9205648, avg episodic return=10.62
timesteps=9203728 - 9205648, avg episodic return=10.00
timesteps=9203728 - 9205648, avg episodic return=10.00
timesteps=9205776 - 9207696, avg episodic return=10.00
timesteps=9205776 - 9207568, avg episodic return=10.00
timesteps=9205776 - 9207696, avg episodic return=9.29
timesteps=9205776 - 9207696, avg episodic return=10.00
timesteps=9205776 - 9207696, avg episodic return=10.00
timesteps=9207952 - 9209488, avg episodic return=10.00
timesteps=9207824 - 9209744, avg episodic return=10.00
timesteps=9207824 - 9209744, avg episodic return=9.00
timesteps=9207824 - 9209744, avg episodic return=10.00
timesteps=9207824 - 9209744, avg episodic return=10.00
timesteps=9209872 - 9211792, avg episodic return=9.44
timesteps=9209872 - 9211792, avg episodic return=10.00
timesteps=9209872 - 9211664, avg episodic return=10.00
timesteps=9209872 - 9211792, avg episodic return=10.00
timesteps=9209872 - 9211792, avg episodic return=10.00
timesteps=9212048 - 9213840, avg episodic return=9.41
timesteps=9211920 - 9213840, avg episodic return=10.00
timesteps=9212048 - 9213840, avg episodic return=9.17
timesteps=9211920 - 9213840, avg episodic return=10.00
timesteps=9211920 - 9213840, avg episodic return=10.00
timesteps=9214096 - 9215760, avg episodic return=10.00
timesteps=9213968 - 9215760, avg episodic return=10.00
timesteps=9213968 - 9215888, avg episodic return=10.77
timesteps=9213968 - 9215888, avg episodic return=10.00
timesteps=9213968 - 9215888, avg episodic return=10.00
timesteps=9216144 - 9217936, avg episodic return=10.00
timesteps=9216016 - 9217936, avg episodic return=10.00
timesteps=9216144 - 9217936, avg episodic return=10.00
timesteps=9216144 - 9217936, avg episodic return=10.00
timesteps=9216016 - 9217936, avg episodic return=10.00
timesteps=9218064 - 9219984, avg episodic return=10.00
timesteps=9218192 - 9219984, avg episodic return=10.00
timesteps=9218064 - 9219984, avg episodic return=10.00
timesteps=9218064 - 9219984, avg episodic return=10.00
timesteps=9218064 - 9219984, avg episodic return=10.00
timesteps=9220112 - 9222032, avg episodic return=10.00
timesteps=9220112 - 9222032, avg episodic return=10.00
timesteps=9220112 - 9222032, avg episodic return=9.17
timesteps=9220112 - 9222032, avg episodic return=10.00
timesteps=9220112 - 9222032, avg episodic return=10.00
timesteps=9222160 - 9224080, avg episodic return=10.00
timesteps=9222160 - 9224080, avg episodic return=10.00
timesteps=9222288 - 9224080, avg episodic return=10.00
timesteps=9222160 - 9224080, avg episodic return=10.00
timesteps=9222288 - 9224080, avg episodic return=10.00
timesteps=9224464 - 9226000, avg episodic return=10.00
timesteps=9224208 - 9226128, avg episodic return=10.00
timesteps=9224336 - 9226128, avg episodic return=10.00
timesteps=9224208 - 9226128, avg episodic return=10.00
timesteps=9224208 - 9226128, avg episodic return=10.00
timesteps=9226256 - 9228176, avg episodic return=10.00
timesteps=9226256 - 9228176, avg episodic return=10.00
timesteps=9226256 - 9228048, avg episodic return=10.00
timesteps=9226384 - 9228176, avg episodic return=10.00
timesteps=9226256 - 9228176, avg episodic return=10.00
timesteps=9228304 - 9230096, avg episodic return=10.00
